n_lipids,api_to_lipid_ratio,lipid_DPPC_fraction,lipid_DSPC_fraction,lipid_CHEMS_fraction,lipid_DMPC_fraction,lipid_DAPC_fraction,lipid_Chol_fraction,lipid_Soy PC_fraction,lipid_Egg PC_fraction,lipid_DOTAP_fraction,lipid_DOPE_fraction,lipid_DPPG_fraction,api_molecular_weight,api_rotatable_bond_count,api_hbond_acceptor_count,api_hbond_donor_count,api_heavy_atom_count,api_tpsa,api_complexity,api_molecular_weight_missing,api_rotatable_bond_count_missing,api_hbond_acceptor_count_missing,api_hbond_donor_count_missing,api_heavy_atom_count_missing,api_tpsa_missing,api_complexity_missing,lipid_1_fraction,lipid_2_fraction,lipid_3_fraction,lipid_1_molecular_weight,lipid_1_rotatable_bond_count,lipid_1_hbond_acceptor_count,lipid_1_hbond_donor_count,lipid_1_logp,lipid_1_tpsa,lipid_1_formal_charge,lipid_1_number_of_tails,lipid_1_tail_length_mean,lipid_1_tail_length_max,lipid_1_avg_double_bonds_per_tail,lipid_1_is_mixture,lipid_1_has_tails,lipid_1_is_zwitterionic,lipid_1_is_cationic,lipid_1_is_anionic,lipid_1_is_phospholipid,lipid_1_is_sterol,lipid_1_is_cationic_lipid,lipid_2_missing,lipid_2_molecular_weight,lipid_2_rotatable_bond_count,lipid_2_hbond_acceptor_count,lipid_2_hbond_donor_count,lipid_2_logp,lipid_2_tpsa,lipid_2_formal_charge,lipid_2_number_of_tails,lipid_2_tail_length_mean,lipid_2_tail_length_max,lipid_2_avg_double_bonds_per_tail,lipid_2_is_mixture,lipid_2_has_tails,lipid_2_is_zwitterionic,lipid_2_is_cationic,lipid_2_is_anionic,lipid_2_is_phospholipid,lipid_2_is_sterol,lipid_2_is_cationic_lipid,lipid_3_missing,lipid_3_molecular_weight,lipid_3_rotatable_bond_count,lipid_3_hbond_acceptor_count,lipid_3_hbond_donor_count,lipid_3_logp,lipid_3_tpsa,lipid_3_formal_charge,lipid_3_number_of_tails,lipid_3_tail_length_mean,lipid_3_tail_length_max,lipid_3_avg_double_bonds_per_tail,lipid_3_is_mixture,lipid_3_has_tails,lipid_3_is_zwitterionic,lipid_3_is_cationic,lipid_3_is_anionic,lipid_3_is_phospholipid,lipid_3_is_sterol,lipid_3_is_cationic_lipid,lipid_max_logp,lipid_min_logp,lipid_weighted_logp,lipid_weighted_hbond_donors,lipid_1_2_logp_diff,lipid_1_3_logp_diff,lipid_1_2_tail_diff,api_lipid_1_hbond_donor_diff
2,27.35,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,914.2,6.0,13.0,3.0,65.0,195.0,1760.0,0,0,0,0,0,0,0,0.75,0.25,0.0,734.0,40.0,8.0,0.0,13.5,111.0,0.0,2.0,16.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,13.5,8.7,12.3,0.25,4.800000000000001,,16.0,3.0
3,27.35,0.4285,0.0,0.0,0.0,0.0,0.14300000000000002,0.0,0.0,0.0,0.4285,0.0,914.2,6.0,13.0,3.0,65.0,195.0,1760.0,0,0,0,0,0,0,0,0.4285,0.4285,0.14300000000000002,734.0,40.0,8.0,0.0,13.5,111.0,0.0,2.0,16.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,744.0,41.0,9.0,2.0,10.6,134.0,0.0,2.0,18.0,18.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.5,8.7,11.57095,1.0,2.9000000000000004,4.800000000000001,-2.0,3.0
3,27.35,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,914.2,6.0,13.0,3.0,65.0,195.0,1760.0,0,0,0,0,0,0,0,0.4,0.2,0.4,734.0,40.0,8.0,0.0,13.5,111.0,0.0,2.0,16.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,744.0,41.0,9.0,2.0,10.6,134.0,0.0,2.0,18.0,18.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.5,8.7,11.0,0.8,2.9000000000000004,4.800000000000001,-2.0,3.0
3,27.35,0.4545,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.4545,0.0,914.2,6.0,13.0,3.0,65.0,195.0,1760.0,0,0,0,0,0,0,0,0.4545,0.4545,0.091,734.0,40.0,8.0,0.0,13.5,111.0,0.0,2.0,16.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,744.0,41.0,9.0,2.0,10.6,134.0,0.0,2.0,18.0,18.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.5,8.7,11.74515,1.0,2.9000000000000004,4.800000000000001,-2.0,3.0
2,27.35,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,914.2,6.0,13.0,3.0,65.0,195.0,1760.0,0,0,0,0,0,0,0,0.5,0.5,0.0,734.0,40.0,8.0,0.0,13.5,111.0,0.0,2.0,16.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,13.5,8.7,11.1,0.5,4.800000000000001,,16.0,3.0
3,27.35,0.5455,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.2725,0.0,914.2,6.0,13.0,3.0,65.0,195.0,1760.0,0,0,0,0,0,0,0,0.5455,0.2725,0.182,734.0,40.0,8.0,0.0,13.5,111.0,0.0,2.0,16.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,744.0,41.0,9.0,2.0,10.6,134.0,0.0,2.0,18.0,18.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.5,8.7,11.83615,0.7270000000000001,2.9000000000000004,4.800000000000001,-2.0,3.0
3,27.336331834082962,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,914.2,6.0,13.0,3.0,65.0,195.0,1760.0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,734.0,40.0,8.0,0.0,13.5,111.0,0.0,2.0,16.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,744.0,41.0,9.0,2.0,10.6,134.0,0.0,2.0,18.0,18.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.5,8.7,10.933333333333334,1.0,2.9000000000000004,4.800000000000001,-2.0,3.0
2,0.7482993197278912,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,482.4,6.0,9.0,4.0,35.0,155.0,750.0,1,1,1,1,1,1,1,,1.0,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,8.7,1.0,5.4,,17.0,
2,0.24758842443729903,0.0,0.0,0.0,0.0,0.0,0.3311897106109325,0.6688102893890675,0.0,0.0,0.0,0.0,482.4,6.0,9.0,4.0,35.0,155.0,750.0,1,1,1,1,1,1,1,0.6688102893890675,0.3311897106109325,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,12.311575562700963,0.3311897106109325,5.4,,17.0,
2,0.20461445051608987,0.0,0.7498482088646024,0.0,0.0,0.0,0.2501517911353977,0.0,0.0,0.0,0.0,0.0,1449.2,13.0,26.0,19.0,101.0,530.0,2960.0,0,0,0,0,0,0,0,0.7498482088646024,0.2501517911353977,0.0,790.1,44.0,8.0,0.0,15.6,111.0,0.0,2.0,18.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,15.6,8.7,13.873952641165756,0.2501517911353977,6.9,,18.0,19.0
2,1.3650872817955113,0.0,0.0,0.0,0.0,0.0,0.22044887780548628,0.7795511221945137,0.0,0.0,0.0,0.0,482.4,6.0,9.0,4.0,35.0,155.0,750.0,1,1,1,1,1,1,1,0.7795511221945137,0.22044887780548628,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,12.909576059850373,0.22044887780548628,5.4,,17.0,
2,2.7301745635910226,0.0,0.0,0.0,0.0,0.0,0.22044887780548628,0.7795511221945137,0.0,0.0,0.0,0.0,482.4,6.0,9.0,4.0,35.0,155.0,750.0,1,1,1,1,1,1,1,0.7795511221945137,0.22044887780548628,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,12.909576059850373,0.22044887780548628,5.4,,17.0,
2,1.0234355522313636,0.0,0.0,0.0,0.0,0.0,0.22039391672899528,0.7796060832710048,0.0,0.0,0.0,0.0,482.4,6.0,9.0,4.0,35.0,155.0,750.0,1,1,1,1,1,1,1,0.7796060832710048,0.22039391672899528,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,12.909872849663426,0.22039391672899528,5.4,,17.0,
2,0.005973534971644613,0.0,0.0,0.0,0.0,0.0,0.2438563327032136,0.0,0.7561436672967864,0.0,0.0,0.0,158.12,1.0,3.0,4.0,11.0,113.0,225.0,0,0,0,0,0,0,0,0.7561436672967864,0.2438563327032136,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,8.7,13.539319470699434,0.2438563327032136,6.4,,17.0,4.0
2,0.005973534971644613,0.0,0.0,0.0,0.0,0.0,0.2438563327032136,0.0,0.7561436672967864,0.0,0.0,0.0,158.12,1.0,3.0,4.0,11.0,113.0,225.0,0,0,0,0,0,0,0,0.7561436672967864,0.2438563327032136,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,8.7,13.539319470699434,0.2438563327032136,6.4,,17.0,4.0
2,0.007979797979797981,0.0,0.0,0.0,0.0,0.0,0.32575757575757575,0.0,0.6742424242424242,0.0,0.0,0.0,158.12,1.0,3.0,4.0,11.0,113.0,225.0,0,0,0,0,0,0,0,0.6742424242424242,0.32575757575757575,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,8.7,13.015151515151514,0.32575757575757575,6.4,,17.0,4.0
2,0.007979797979797981,0.0,0.0,0.0,0.0,0.0,0.32575757575757575,0.0,0.6742424242424242,0.0,0.0,0.0,158.12,1.0,3.0,4.0,11.0,113.0,225.0,0,0,0,0,0,0,0,0.6742424242424242,0.32575757575757575,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,8.7,13.015151515151514,0.32575757575757575,6.4,,17.0,4.0
2,0.007282119646725546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000499916680553,0.2999500083319447,0.0,0.0,1144.4,10.0,22.0,9.0,76.0,495.0,2180.0,0,0,0,0,0,0,0,0.7000499916680553,0.2999500083319447,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,663.1,37.0,4.0,0.0,15.1,52.6,1.0,2.0,18.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,15.1,15.099999999999998,0.0,0.0,,-1.0,9.0
2,0.010927731932983248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999249812453113,0.3000750187546887,0.0,0.0,1144.4,10.0,22.0,9.0,76.0,495.0,2180.0,0,0,0,0,0,0,0,0.6999249812453113,0.3000750187546887,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,663.1,37.0,4.0,0.0,15.1,52.6,1.0,2.0,18.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,15.1,15.1,0.0,0.0,,-1.0,9.0
2,0.021855463865966495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999249812453113,0.3000750187546887,0.0,0.0,1144.4,10.0,22.0,9.0,76.0,495.0,2180.0,0,0,0,0,0,0,0,0.6999249812453113,0.3000750187546887,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,663.1,37.0,4.0,0.0,15.1,52.6,1.0,2.0,18.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,15.1,15.1,0.0,0.0,,-1.0,9.0
3,0.010925,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.3,0.0,0.0,1144.4,10.0,22.0,9.0,76.0,495.0,2180.0,0,0,0,0,0,0,0,0.5,0.3,0.2,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,663.1,37.0,4.0,0.0,15.1,52.6,1.0,2.0,18.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.1,8.7,13.819999999999999,0.2,0.0,6.4,-1.0,9.0
2,0.007286976821744205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599799899949975,0.40020010005002504,0.0,0.0,1144.4,10.0,22.0,9.0,76.0,495.0,2180.0,0,0,0,0,0,0,0,0.599799899949975,0.40020010005002504,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,663.1,37.0,4.0,0.0,15.1,52.6,1.0,2.0,18.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,15.1,15.099999999999998,0.0,0.0,,-1.0,9.0
2,0.006240182778809082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001285163501356,0.2998714836498643,0.0,0.0,1144.4,10.0,22.0,9.0,76.0,495.0,2180.0,0,0,0,0,0,0,0,0.7001285163501356,0.2998714836498643,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,663.1,37.0,4.0,0.0,15.1,52.6,1.0,2.0,18.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,15.1,15.099999999999998,0.0,0.0,,-1.0,9.0
2,6.0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,129.16,2.0,1.0,3.0,9.0,91.5,132.0,0,0,0,0,0,0,0,0.7,0.3,0.0,734.0,40.0,8.0,0.0,13.5,111.0,0.0,2.0,16.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,13.5,8.7,12.059999999999999,0.3,4.800000000000001,,16.0,3.0
2,0.010131578947368422,0.0,0.4473684210526316,0.0,0.0,0.0,0.5526315789473685,0.0,0.0,0.0,0.0,0.0,1620.7,35.0,28.0,22.0,115.0,702.0,3480.0,0,0,0,0,0,0,0,0.4473684210526316,0.5526315789473685,0.0,790.1,44.0,8.0,0.0,15.6,111.0,0.0,2.0,18.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,15.6,8.7,11.786842105263158,0.5526315789473685,6.9,,18.0,22.0
2,0.006586826347305389,0.0,0.0,0.0,0.0,0.0,0.31137724550898205,0.0,0.0,0.688622754491018,0.0,0.0,543.5,5.0,12.0,6.0,39.0,206.0,977.0,0,0,0,0,0,0,0,0.688622754491018,0.31137724550898205,0.0,663.1,37.0,4.0,0.0,15.1,52.6,1.0,2.0,18.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,8.7,13.107185628742513,0.31137724550898205,6.4,,18.0,6.0
2,1.5607235142118865,0.0,0.0,0.0,0.0,0.0,0.44099913867355733,0.0,0.5590008613264428,0.0,0.0,0.0,204.29,1.0,2.0,0.0,14.0,40.9,246.0,0,0,0,0,0,0,0,0.5590008613264428,0.44099913867355733,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,8.7,12.277605512489234,0.44099913867355733,6.4,,17.0,0.0
2,1.7155110793423873,0.0,0.0,0.0,0.0,0.0,0.536097212294496,0.0,0.4639027877055039,0.0,0.0,0.0,204.29,1.0,2.0,0.0,14.0,40.9,246.0,0,0,0,0,0,0,0,0.4639027877055039,0.536097212294496,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,8.7,11.668977841315224,0.536097212294496,6.4,,17.0,0.0
2,1.0851818988464952,0.0,0.0,0.0,0.0,0.0,0.43566992014196987,0.0,0.5643300798580302,0.0,0.0,0.0,204.29,1.0,2.0,0.0,14.0,40.9,246.0,0,0,0,0,0,0,0,0.5643300798580302,0.43566992014196987,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,8.7,12.311712511091393,0.43566992014196987,6.4,,17.0,0.0
2,1.0373197625106023,0.0,0.0,0.0,0.0,0.0,0.46055979643765904,0.0,0.539440203562341,0.0,0.0,0.0,204.29,1.0,2.0,0.0,14.0,40.9,246.0,0,0,0,0,0,0,0,0.539440203562341,0.46055979643765904,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,8.7,12.152417302798982,0.46055979643765904,6.4,,17.0,0.0
2,1.4123148869836322,0.0,0.0,0.0,0.0,0.0,0.5042868277474668,0.0,0.49571317225253314,0.0,0.0,0.0,204.29,1.0,2.0,0.0,14.0,40.9,246.0,0,0,0,0,0,0,0,0.49571317225253314,0.5042868277474668,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,8.7,11.872564302416212,0.5042868277474668,6.4,,17.0,0.0
2,1.6535087719298247,0.0,0.0,0.0,0.0,0.0,0.4307017543859649,0.0,0.5692982456140351,0.0,0.0,0.0,265.33,5.0,4.0,2.0,18.0,92.3,290.0,0,0,0,0,0,0,0,0.5692982456140351,0.4307017543859649,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,8.7,12.343508771929825,0.4307017543859649,6.4,,17.0,2.0
2,0.8271929824561403,0.0,0.0,0.0,0.0,0.0,0.4307017543859649,0.0,0.5692982456140351,0.0,0.0,0.0,265.33,5.0,4.0,2.0,18.0,92.3,290.0,0,0,0,0,0,0,0,0.5692982456140351,0.4307017543859649,0.0,770.1,43.0,8.0,0.0,15.1,111.0,0.0,2.0,17.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,15.1,8.7,12.343508771929825,0.4307017543859649,6.4,,17.0,2.0
2,0.26763990267639903,0.0,0.0,0.0,0.0,0.0,0.20072992700729927,0.7992700729927007,0.0,0.0,0.0,0.0,482.4,6.0,9.0,4.0,35.0,155.0,750.0,1,1,1,1,1,1,1,0.7992700729927007,0.20072992700729927,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,13.016058394160584,0.20072992700729927,5.4,,17.0,
2,0.26703755215577185,0.0,0.0,0.0,0.0,0.0,0.20027816411682892,0.799721835883171,0.0,0.0,0.0,0.0,482.4,6.0,9.0,4.0,35.0,155.0,750.0,1,1,1,1,1,1,1,0.799721835883171,0.20027816411682892,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,13.018497913769123,0.20027816411682892,5.4,,17.0,
2,0.017117117117117116,0.0,0.0,0.0,0.0,0.0,0.40765765765765766,0.5923423423423423,0.0,0.0,0.0,0.0,554.6,8.0,13.0,4.0,36.0,288.0,1110.0,0,0,0,0,0,0,0,0.5923423423423423,0.40765765765765766,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,11.898648648648647,0.40765765765765766,5.4,,17.0,4.0
